item_id,stage,milestone_id,org_id,outcome,first_fired.process_tracked,first_fired.hollow_owner,first_fired.gate_unassigned,first_fired.cross_org,first_fired.prior_slip,first_fired.org_overcommitted,first_fired.late_target
k8s:kep-2763,alpha,k8s:v1.24,k8s:sig-security,unresolved,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,2022-03-07T23:59:59+00:00,2022-01-10T23:59:59+00:00,,,
k8s:kep-2784,stable,k8s:v1.24,k8s:sig-auth,shipped,,,,,2022-01-31T23:59:59+00:00,2022-02-07T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-2799,alpha,k8s:v1.24,k8s:sig-auth,unresolved,,2022-03-28T23:59:59+00:00,,,,2022-02-07T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-2802,beta,k8s:v1.24,k8s:sig-windows,unresolved,2022-01-10T23:59:59+00:00,2022-03-21T23:59:59+00:00,,2022-01-10T23:59:59+00:00,,2022-01-24T23:59:59+00:00,
k8s:kep-2804,alpha,k8s:v1.24,k8s:sig-apps,unresolved,2022-03-28T23:59:59+00:00,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-281,removed,k8s:v1.24,k8s:sig-node,shipped,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,2022-03-07T23:59:59+00:00,,,2022-02-07T23:59:59+00:00,
k8s:kep-2831,alpha,k8s:v1.24,k8s:sig-instrumentation,slipped,,,,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-284,stable,k8s:v1.24,k8s:sig-storage,shipped,2022-02-07T23:59:59+00:00,,,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-2845,beta,k8s:v1.24,k8s:sig-instrumentation,unresolved,2022-01-10T23:59:59+00:00,2022-01-17T23:59:59+00:00,,2022-01-10T23:59:59+00:00,,2022-01-10T23:59:59+00:00,
k8s:kep-2879,beta,k8s:v1.24,k8s:sig-apps,shipped,2022-01-10T23:59:59+00:00,,,,,2022-02-07T23:59:59+00:00,
k8s:kep-2885,beta,k8s:v1.24,k8s:sig-api-machinery,slipped,2022-01-10T23:59:59+00:00,2022-03-21T23:59:59+00:00,,,,2022-01-31T23:59:59+00:00,
k8s:kep-2891,beta,k8s:v1.24,k8s:sig-scheduling,shipped,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,,,,2022-01-17T23:59:59+00:00,
k8s:kep-2896,beta,k8s:v1.24,k8s:sig-api-machinery,unresolved,,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-2902,beta,k8s:v1.24,k8s:sig-node,slipped,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,2022-03-07T23:59:59+00:00,,,2022-02-07T23:59:59+00:00,
k8s:kep-2906,beta,k8s:v1.24,k8s:sig-cli,slipped,2022-01-10T23:59:59+00:00,2022-01-24T23:59:59+00:00,,,,2022-01-24T23:59:59+00:00,
k8s:kep-2915,beta,k8s:v1.24,k8s:sig-cluster-lifecycle,unresolved,2022-02-07T23:59:59+00:00,2022-03-07T23:59:59+00:00,2022-03-07T23:59:59+00:00,,,,
k8s:kep-2923,beta,k8s:v1.24,k8s:sig-storage,slipped,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,,2022-01-10T23:59:59+00:00,,2022-01-31T23:59:59+00:00,
k8s:kep-2924,alpha,k8s:v1.24,k8s:sig-storage,slipped,,2022-03-28T23:59:59+00:00,,2022-01-31T23:59:59+00:00,,2022-01-31T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-2943,alpha,k8s:v1.24,k8s:sig-network,shipped,2022-02-07T23:59:59+00:00,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3017,alpha,k8s:v1.24,k8s:sig-apps,slipped,,,,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3022,alpha,k8s:v1.24,k8s:sig-scheduling,shipped,2022-01-17T23:59:59+00:00,2022-03-14T23:59:59+00:00,,2022-01-17T23:59:59+00:00,,2022-01-17T23:59:59+00:00,2022-01-17T23:59:59+00:00
k8s:kep-3031,alpha,k8s:v1.24,k8s:sig-release,unresolved,,2022-03-28T23:59:59+00:00,,2022-01-31T23:59:59+00:00,2022-01-31T23:59:59+00:00,,2022-01-31T23:59:59+00:00
k8s:kep-3070,alpha,k8s:v1.24,k8s:sig-network,shipped,2022-01-10T23:59:59+00:00,2022-03-07T23:59:59+00:00,,,,2022-02-07T23:59:59+00:00,
k8s:kep-3077,alpha,k8s:v1.24,k8s:sig-instrumentation,shipped,,,,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3094,alpha,k8s:v1.24,k8s:sig-scheduling,slipped,,2022-03-28T23:59:59+00:00,,,,2022-01-31T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-3107,alpha,k8s:v1.24,k8s:sig-storage,slipped,,2022-03-28T23:59:59+00:00,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3130,alpha,k8s:v1.24,k8s:sig-auth,dropped,2022-03-28T23:59:59+00:00,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3136,stable,k8s:v1.24,k8s:sig-architecture,shipped,,,,2022-02-07T23:59:59+00:00,,,2022-02-07T23:59:59+00:00
k8s:kep-3140,alpha,k8s:v1.24,k8s:sig-apps,unresolved,,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3141,alpha,k8s:v1.24,k8s:sig-storage,unresolved,2022-02-07T23:59:59+00:00,2022-03-28T23:59:59+00:00,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-3156,alpha,k8s:v1.24,k8s:sig-api-machinery,unresolved,2022-01-31T23:59:59+00:00,2022-03-28T23:59:59+00:00,2022-03-07T23:59:59+00:00,2022-01-31T23:59:59+00:00,,2022-01-31T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-3157,alpha,k8s:v1.24,k8s:sig-api-machinery,slipped,2022-02-07T23:59:59+00:00,,2022-03-07T23:59:59+00:00,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-596,stable,k8s:v1.24,k8s:sig-storage,slipped,2022-03-28T23:59:59+00:00,,,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-625,stable,k8s:v1.24,k8s:sig-storage,slipped,2022-01-17T23:59:59+00:00,2022-03-28T23:59:59+00:00,,2022-01-17T23:59:59+00:00,,2022-01-31T23:59:59+00:00,2022-01-17T23:59:59+00:00
k8s:kep-647,beta,k8s:v1.24,k8s:sig-instrumentation,slipped,2022-03-28T23:59:59+00:00,2022-03-28T23:59:59+00:00,,2022-01-31T23:59:59+00:00,,2022-01-31T23:59:59+00:00,2022-01-31T23:59:59+00:00
k8s:kep-688,stable,k8s:v1.24,k8s:sig-node,shipped,,,,2022-02-07T23:59:59+00:00,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-859,stable,k8s:v1.24,k8s:sig-cli,slipped,2022-01-10T23:59:59+00:00,2022-01-10T23:59:59+00:00,2022-03-07T23:59:59+00:00,2022-01-10T23:59:59+00:00,,2022-01-24T23:59:59+00:00,
k8s:kep-902,stable,k8s:v1.24,k8s:sig-scheduling,shipped,2022-01-17T23:59:59+00:00,2022-03-14T23:59:59+00:00,,,,2022-01-17T23:59:59+00:00,2022-01-17T23:59:59+00:00
k8s:kep-961,alpha,k8s:v1.24,k8s:sig-apps,shipped,,2022-02-28T23:59:59+00:00,,,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00,2022-02-07T23:59:59+00:00
k8s:kep-1029,beta,k8s:v1.25,k8s:sig-node,slipped,,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-127,alpha,k8s:v1.25,k8s:sig-node,exception_granted,2022-06-13T23:59:59+00:00,,,,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00
k8s:kep-1287,alpha,k8s:v1.25,k8s:sig-node,slipped,2022-06-06T23:59:59+00:00,,,2022-06-06T23:59:59+00:00,2022-06-06T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-1432,beta,k8s:v1.25,k8s:sig-storage,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,
k8s:kep-1440,beta,k8s:v1.25,k8s:sig-cli,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-05-23T23:59:59+00:00,
k8s:kep-1487,stable,k8s:v1.25,k8s:sig-storage,shipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,
k8s:kep-1488,stable,k8s:v1.25,k8s:sig-storage,shipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,
k8s:kep-1495,stable,k8s:v1.25,k8s:sig-storage,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,
k8s:kep-1591,stable,k8s:v1.25,k8s:sig-apps,shipped,,,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,,2022-06-13T23:59:59+00:00
k8s:kep-1710,beta,k8s:v1.25,k8s:sig-storage,slipped,,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,
k8s:kep-1847,beta,k8s:v1.25,k8s:sig-apps,slipped,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00
k8s:kep-1880,alpha,k8s:v1.25,k8s:sig-network,slipped,2022-08-01T23:59:59+00:00,,,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-2008,alpha,k8s:v1.25,k8s:sig-node,shipped,2022-06-06T23:59:59+00:00,,,,2022-06-06T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-2079,stable,k8s:v1.25,k8s:sig-network,shipped,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-2086,stable,k8s:v1.25,k8s:sig-network,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-2091,beta,k8s:v1.25,k8s:sig-network,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-06-13T23:59:59+00:00,
k8s:kep-2133,stable,k8s:v1.25,k8s:sig-node,slipped,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-2227,stable,k8s:v1.25,k8s:sig-cli,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-05-23T23:59:59+00:00,
k8s:kep-2254,stable,k8s:v1.25,k8s:sig-node,shipped,,,,2022-06-20T23:59:59+00:00,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-2258,alpha,k8s:v1.25,k8s:sig-windows,slipped,,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-2268,beta,k8s:v1.25,k8s:sig-storage,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,
k8s:kep-2307,stable,k8s:v1.25,k8s:sig-apps,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,
k8s:kep-2413,beta,k8s:v1.25,k8s:sig-node,shipped,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-2433,stable,k8s:v1.25,k8s:sig-network,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-2535,beta,k8s:v1.25,k8s:sig-node,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-2578,beta,k8s:v1.25,k8s:sig-windows,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,
k8s:kep-2579,stable,k8s:v1.25,k8s:sig-auth,shipped,2022-05-23T23:59:59+00:00,2022-08-01T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,2022-06-20T23:59:59+00:00,
k8s:kep-2589,beta,k8s:v1.25,k8s:sig-storage,unresolved,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-2593,alpha,k8s:v1.25,k8s:sig-network,exception_granted,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-2599,stable,k8s:v1.25,k8s:sig-apps,shipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,,,
k8s:kep-2625,stable,k8s:v1.25,k8s:sig-node,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-06-13T23:59:59+00:00,
k8s:kep-2644,stable,k8s:v1.25,k8s:sig-storage,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-05-23T23:59:59+00:00,
k8s:kep-2681,beta,k8s:v1.25,k8s:sig-network,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-06-13T23:59:59+00:00,
k8s:kep-277,stable,k8s:v1.25,k8s:sig-node,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-06-13T23:59:59+00:00,
k8s:kep-2799,beta,k8s:v1.25,k8s:sig-auth,unresolved,,,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-2802,stable,k8s:v1.25,k8s:sig-windows,shipped,2022-05-23T23:59:59+00:00,2022-08-01T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,
k8s:kep-2831,alpha,k8s:v1.25,k8s:sig-instrumentation,shipped,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00
k8s:kep-2845,stable,k8s:v1.25,k8s:sig-instrumentation,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,
k8s:kep-2853,stable,k8s:v1.25,k8s:sig-release,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,
k8s:kep-2876,beta,k8s:v1.25,k8s:sig-api-machinery,unresolved,,2022-08-01T23:59:59+00:00,,,,,
k8s:kep-2885,beta,k8s:v1.25,k8s:sig-api-machinery,shipped,,,,,2022-06-13T23:59:59+00:00,,2022-06-13T23:59:59+00:00
k8s:kep-2891,stable,k8s:v1.25,k8s:sig-scheduling,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,,
k8s:kep-2902,stable,k8s:v1.25,k8s:sig-node,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-06-13T23:59:59+00:00,
k8s:kep-2906,beta,k8s:v1.25,k8s:sig-cli,unresolved,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,
k8s:kep-2915,stable,k8s:v1.25,k8s:sig-cluster-lifecycle,shipped,2022-05-23T23:59:59+00:00,2022-07-18T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,,
k8s:kep-2923,beta,k8s:v1.25,k8s:sig-storage,slipped,,,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00
k8s:kep-2924,alpha,k8s:v1.25,k8s:sig-storage,slipped,,,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00
k8s:kep-2926,stable,k8s:v1.25,k8s:sig-scheduling,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,
k8s:kep-3000,alpha,k8s:v1.25,k8s:sig-release,shipped,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,
k8s:kep-3017,beta,k8s:v1.25,k8s:sig-apps,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,
k8s:kep-3022,beta,k8s:v1.25,k8s:sig-scheduling,shipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,,
k8s:kep-3031,beta,k8s:v1.25,k8s:sig-release,slipped,2022-08-01T23:59:59+00:00,,,2022-06-27T23:59:59+00:00,,,2022-06-27T23:59:59+00:00
k8s:kep-3063,alpha,k8s:v1.25,k8s:sig-node,slipped,2022-08-01T23:59:59+00:00,,,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-3070,beta,k8s:v1.25,k8s:sig-network,shipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,,,,2022-06-13T23:59:59+00:00,
k8s:kep-3085,alpha,k8s:v1.25,k8s:sig-node,slipped,,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-3094,alpha,k8s:v1.25,k8s:sig-scheduling,shipped,2022-05-23T23:59:59+00:00,,,,2022-05-23T23:59:59+00:00,,
k8s:kep-3104,alpha,k8s:v1.25,k8s:sig-cli,slipped,,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-3107,alpha,k8s:v1.25,k8s:sig-storage,unresolved,,,,,2022-06-06T23:59:59+00:00,2022-06-06T23:59:59+00:00,
k8s:kep-3130,beta,k8s:v1.25,k8s:sig-auth,unresolved,2022-05-23T23:59:59+00:00,2022-07-04T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-06-20T23:59:59+00:00,
k8s:kep-3140,beta,k8s:v1.25,k8s:sig-apps,unresolved,2022-05-23T23:59:59+00:00,2022-05-30T23:59:59+00:00,,,,,
k8s:kep-3141,beta,k8s:v1.25,k8s:sig-storage,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,,2022-05-23T23:59:59+00:00,
k8s:kep-3178,alpha,k8s:v1.25,k8s:sig-network,shipped,2022-06-13T23:59:59+00:00,,,2022-06-13T23:59:59+00:00,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00
k8s:kep-3203,alpha,k8s:v1.25,k8s:sig-security,unresolved,,,,2022-06-20T23:59:59+00:00,,,2022-06-20T23:59:59+00:00
k8s:kep-3243,alpha,k8s:v1.25,k8s:sig-scheduling,shipped,2022-06-13T23:59:59+00:00,,,,,,2022-06-13T23:59:59+00:00
k8s:kep-3288,alpha,k8s:v1.25,k8s:sig-node,slipped,,,,2022-06-20T23:59:59+00:00,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-3299,alpha,k8s:v1.25,k8s:sig-auth,exception_granted,,,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-3325,alpha,k8s:v1.25,k8s:sig-auth,slipped,,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-3327,alpha,k8s:v1.25,k8s:sig-node,shipped,,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-3329,alpha,k8s:v1.25,k8s:sig-apps,exception_granted,,,,2022-06-27T23:59:59+00:00,,,2022-06-27T23:59:59+00:00
k8s:kep-3333,alpha,k8s:v1.25,k8s:sig-storage,shipped,,2022-06-20T23:59:59+00:00,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-3352,alpha,k8s:v1.25,k8s:sig-api-machinery,slipped,,,,2022-06-27T23:59:59+00:00,,,2022-06-27T23:59:59+00:00
k8s:kep-3386,alpha,k8s:v1.25,k8s:sig-node,slipped,,,,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-361,stable,k8s:v1.25,k8s:sig-storage,shipped,,,,2022-06-27T23:59:59+00:00,,2022-06-27T23:59:59+00:00,2022-06-27T23:59:59+00:00
k8s:kep-596,stable,k8s:v1.25,k8s:sig-storage,exception_granted,,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00
k8s:kep-625,stable,k8s:v1.25,k8s:sig-storage,shipped,,,,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00,2022-06-13T23:59:59+00:00
k8s:kep-785,stable,k8s:v1.25,k8s:sig-scheduling,shipped,,,,2022-06-20T23:59:59+00:00,2022-06-20T23:59:59+00:00,,2022-06-20T23:59:59+00:00
k8s:kep-961,beta,k8s:v1.25,k8s:sig-apps,slipped,2022-05-23T23:59:59+00:00,2022-05-23T23:59:59+00:00,2022-07-11T23:59:59+00:00,,2022-05-23T23:59:59+00:00,,
k8s:kep-1287,alpha,k8s:v1.26,k8s:sig-node,slipped,2022-09-05T23:59:59+00:00,,,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-10T23:59:59+00:00,
k8s:kep-1432,stable,k8s:v1.26,k8s:sig-storage,slipped,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-17T23:59:59+00:00,,2022-09-05T23:59:59+00:00,2022-09-26T23:59:59+00:00,
k8s:kep-1435,stable,k8s:v1.26,k8s:sig-network,shipped,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
k8s:kep-1440,beta,k8s:v1.26,k8s:sig-cli,exception_granted,,,,,2022-10-03T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-1441,stable,k8s:v1.26,k8s:sig-cli,slipped,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-17T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-10T23:59:59+00:00,
k8s:kep-1491,stable,k8s:v1.26,k8s:sig-storage,shipped,,2022-09-05T23:59:59+00:00,,2022-09-05T23:59:59+00:00,,2022-09-26T23:59:59+00:00,
k8s:kep-1602,stable,k8s:v1.26,k8s:sig-instrumentation,unresolved,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-17T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-09-19T23:59:59+00:00,
k8s:kep-1669,beta,k8s:v1.26,k8s:sig-network,unresolved,,,,2022-10-03T23:59:59+00:00,,2022-10-10T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-1672,stable,k8s:v1.26,k8s:sig-network,shipped,,,,2022-10-03T23:59:59+00:00,,2022-10-10T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-1847,beta,k8s:v1.26,k8s:sig-apps,slipped,,,,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00,,2022-10-03T23:59:59+00:00
k8s:kep-1885,stable,k8s:v1.26,k8s:sig-storage,shipped,,,,2022-10-03T23:59:59+00:00,,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-1965,beta,k8s:v1.26,k8s:sig-api-machinery,unresolved,,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
k8s:kep-1981,stable,k8s:v1.26,k8s:sig-windows,shipped,2022-09-26T23:59:59+00:00,,,2022-09-26T23:59:59+00:00,2022-09-26T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-09-26T23:59:59+00:00
k8s:kep-2008,beta,k8s:v1.26,k8s:sig-node,slipped,2022-09-12T23:59:59+00:00,2022-09-05T23:59:59+00:00,2022-10-17T23:59:59+00:00,,2022-09-05T23:59:59+00:00,2022-10-10T23:59:59+00:00,
k8s:kep-2086,stable,k8s:v1.26,k8s:sig-network,unresolved,,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
k8s:kep-2133,stable,k8s:v1.26,k8s:sig-node,shipped,,,,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-2258,alpha,k8s:v1.26,k8s:sig-windows,slipped,,2022-09-19T23:59:59+00:00,,2022-09-19T23:59:59+00:00,2022-09-19T23:59:59+00:00,2022-10-10T23:59:59+00:00,
k8s:kep-2268,beta,k8s:v1.26,k8s:sig-storage,shipped,,,,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00,2022-10-03T23:59:59+00:00
k8s:kep-2307,stable,k8s:v1.26,k8s:sig-apps,shipped,,,,,2022-09-26T23:59:59+00:00,,2022-09-26T23:59:59+00:00
k8s:kep-2317,stable,k8s:v1.26,k8s:sig-storage,shipped,,,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
k8s:kep-2339,beta,k8s:v1.26,k8s:sig-api-machinery,slipped,,,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
k8s:kep-2433,stable,k8s:v1.26,k8s:sig-network,slipped,,,,,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00,2022-10-10T23:59:59+00:00
