item_id,stage,milestone_id,org_id,outcome,first_fired.process_tracked,first_fired.hollow_owner,first_fired.gate_unassigned,first_fired.cross_org,first_fired.prior_slip,first_fired.org_overcommitted,first_fired.late_target
k8s:kep-3716,beta,k8s:v1.28,k8s:sig-api-machinery,shipped,2023-06-12T23:59:59+00:00,,,2023-06-12T23:59:59+00:00,,2023-06-12T23:59:59+00:00,2023-06-12T23:59:59+00:00
k8s:kep-3751,alpha,k8s:v1.28,k8s:sig-storage,slipped,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-3762,alpha,k8s:v1.28,k8s:sig-storage,exception_granted,2023-05-15T23:59:59+00:00,2023-05-29T23:59:59+00:00,,,2023-05-15T23:59:59+00:00,2023-06-19T23:59:59+00:00,
k8s:kep-3836,alpha,k8s:v1.28,k8s:sig-network,shipped,2023-06-19T23:59:59+00:00,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-3838,stable,k8s:v1.28,k8s:sig-scheduling,slipped,2023-05-15T23:59:59+00:00,2023-05-15T23:59:59+00:00,2023-06-26T23:59:59+00:00,,,,
k8s:kep-3850,alpha,k8s:v1.28,k8s:sig-apps,shipped,2023-06-12T23:59:59+00:00,,,,,,2023-06-12T23:59:59+00:00
k8s:kep-3895,alpha,k8s:v1.28,k8s:sig-cli,shipped,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-3902,beta,k8s:v1.28,k8s:sig-scheduling,slipped,2023-06-12T23:59:59+00:00,,,2023-06-12T23:59:59+00:00,,,2023-06-12T23:59:59+00:00
k8s:kep-3935,stable,k8s:v1.28,k8s:sig-architecture,shipped,2023-05-15T23:59:59+00:00,2023-07-03T23:59:59+00:00,,2023-05-15T23:59:59+00:00,,,
k8s:kep-3939,alpha,k8s:v1.28,k8s:sig-apps,exception_granted,2023-06-19T23:59:59+00:00,,,,,,2023-06-19T23:59:59+00:00
k8s:kep-3960,alpha,k8s:v1.28,k8s:sig-node,slipped,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-3983,alpha,k8s:v1.28,k8s:sig-node,unresolved,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-4006,alpha,k8s:v1.28,k8s:sig-api-machinery,slipped,2023-06-12T23:59:59+00:00,,,2023-06-12T23:59:59+00:00,,2023-06-12T23:59:59+00:00,2023-06-12T23:59:59+00:00
k8s:kep-4008,alpha,k8s:v1.28,k8s:sig-api-machinery,unresolved,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-4009,alpha,k8s:v1.28,k8s:sig-node,exception_granted,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-4017,beta,k8s:v1.28,k8s:sig-apps,shipped,2023-06-19T23:59:59+00:00,,,,,,2023-06-19T23:59:59+00:00
k8s:kep-4020,alpha,k8s:v1.28,k8s:sig-api-machinery,shipped,2023-06-12T23:59:59+00:00,,,,,2023-06-12T23:59:59+00:00,2023-06-12T23:59:59+00:00
k8s:kep-4026,beta,k8s:v1.28,k8s:sig-apps,shipped,2023-06-19T23:59:59+00:00,,,,,,2023-06-19T23:59:59+00:00
k8s:kep-4033,alpha,k8s:v1.28,k8s:sig-node,shipped,2023-06-19T23:59:59+00:00,,,,,2023-06-19T23:59:59+00:00,2023-06-19T23:59:59+00:00
k8s:kep-606,stable,k8s:v1.28,k8s:sig-node,shipped,2023-05-29T23:59:59+00:00,,,,2023-05-29T23:59:59+00:00,2023-06-19T23:59:59+00:00,
k8s:kep-753,alpha,k8s:v1.28,k8s:sig-node,shipped,2023-06-12T23:59:59+00:00,,,2023-06-12T23:59:59+00:00,2023-06-12T23:59:59+00:00,2023-06-19T23:59:59+00:00,2023-06-12T23:59:59+00:00
k8s:kep-1029,beta,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-1040,stable,k8s:v1.29,k8s:sig-api-machinery,shipped,2023-09-18T23:59:59+00:00,,,2023-09-18T23:59:59+00:00,2023-09-18T23:59:59+00:00,2023-09-18T23:59:59+00:00,
k8s:kep-1610,stable,k8s:v1.29,k8s:sig-autoscaling,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,,,,
k8s:kep-1710,stable,k8s:v1.29,k8s:sig-storage,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,
k8s:kep-1860,alpha,k8s:v1.29,k8s:sig-network,unresolved,2023-09-04T23:59:59+00:00,2023-10-02T23:59:59+00:00,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-2305,beta,k8s:v1.29,k8s:sig-instrumentation,shipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00
k8s:kep-2371,alpha,k8s:v1.29,k8s:sig-node,unresolved,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-2395,beta,k8s:v1.29,k8s:sig-cloud-provider,shipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00
k8s:kep-2400,beta,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-2433,stable,k8s:v1.29,k8s:sig-network,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-2485,stable,k8s:v1.29,k8s:sig-storage,shipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-2535,alpha,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-2681,beta,k8s:v1.29,k8s:sig-network,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-2876,stable,k8s:v1.29,k8s:sig-api-machinery,shipped,2023-10-02T23:59:59+00:00,,,,,2023-10-02T23:59:59+00:00,2023-10-02T23:59:59+00:00
k8s:kep-2879,stable,k8s:v1.29,k8s:sig-apps,shipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00
k8s:kep-3063,beta,k8s:v1.29,k8s:sig-node,dropped,2023-09-04T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,
k8s:kep-3085,beta,k8s:v1.29,k8s:sig-node,unresolved,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3107,stable,k8s:v1.29,k8s:sig-storage,shipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3157,beta,k8s:v1.29,k8s:sig-api-machinery,slipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3221,alpha,k8s:v1.29,k8s:sig-auth,unresolved,2023-09-04T23:59:59+00:00,,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3243,stable,k8s:v1.29,k8s:sig-scheduling,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,,2023-09-04T23:59:59+00:00,,
k8s:kep-3257,alpha,k8s:v1.29,k8s:sig-auth,exception_granted,2023-09-25T23:59:59+00:00,,,,2023-09-25T23:59:59+00:00,2023-09-25T23:59:59+00:00,2023-09-25T23:59:59+00:00
k8s:kep-3294,stable,k8s:v1.29,k8s:sig-storage,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,,2023-10-09T23:59:59+00:00,
k8s:kep-3299,stable,k8s:v1.29,k8s:sig-auth,shipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3329,stable,k8s:v1.29,k8s:sig-apps,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,
k8s:kep-3331,alpha,k8s:v1.29,k8s:sig-auth,unresolved,2023-09-04T23:59:59+00:00,,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3458,stable,k8s:v1.29,k8s:sig-network,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,,2023-09-04T23:59:59+00:00,
k8s:kep-3466,stable,k8s:v1.29,k8s:sig-instrumentation,shipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,2023-09-04T23:59:59+00:00,,,
k8s:kep-3476,beta,k8s:v1.29,k8s:sig-storage,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,
k8s:kep-3515,stable,k8s:v1.29,k8s:sig-cli,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,
k8s:kep-3521,stable,k8s:v1.29,k8s:sig-scheduling,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,
k8s:kep-3633,alpha,k8s:v1.29,k8s:sig-scheduling,shipped,2023-09-25T23:59:59+00:00,,,,2023-09-25T23:59:59+00:00,,2023-09-25T23:59:59+00:00
k8s:kep-3638,beta,k8s:v1.29,k8s:sig-cli,unresolved,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00
k8s:kep-365,stable,k8s:v1.29,k8s:sig-api-machinery,shipped,2023-09-04T23:59:59+00:00,2023-09-18T23:59:59+00:00,,2023-09-04T23:59:59+00:00,,2023-09-18T23:59:59+00:00,
k8s:kep-3668,stable,k8s:v1.29,k8s:sig-network,shipped,2023-09-04T23:59:59+00:00,,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3673,beta,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3705,beta,k8s:v1.29,k8s:sig-network,unresolved,2023-09-04T23:59:59+00:00,2023-10-30T23:59:59+00:00,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3751,alpha,k8s:v1.29,k8s:sig-storage,shipped,2023-09-25T23:59:59+00:00,,,,2023-09-25T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-25T23:59:59+00:00
k8s:kep-3756,stable,k8s:v1.29,k8s:sig-storage,slipped,2023-09-04T23:59:59+00:00,2023-09-11T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-09-04T23:59:59+00:00,,2023-10-09T23:59:59+00:00,
k8s:kep-3762,beta,k8s:v1.29,k8s:sig-storage,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,
k8s:kep-3836,beta,k8s:v1.29,k8s:sig-network,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,
k8s:kep-3850,beta,k8s:v1.29,k8s:sig-apps,shipped,2023-09-04T23:59:59+00:00,2023-09-18T23:59:59+00:00,,,,,
k8s:kep-3866,alpha,k8s:v1.29,k8s:sig-network,unresolved,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3895,beta,k8s:v1.29,k8s:sig-cli,unresolved,2023-10-09T23:59:59+00:00,,,,,,2023-10-09T23:59:59+00:00
k8s:kep-3902,beta,k8s:v1.29,k8s:sig-scheduling,shipped,2023-09-11T23:59:59+00:00,,,2023-09-11T23:59:59+00:00,2023-09-11T23:59:59+00:00,,
k8s:kep-3926,alpha,k8s:v1.29,k8s:sig-auth,slipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3939,beta,k8s:v1.29,k8s:sig-apps,shipped,2023-10-09T23:59:59+00:00,,,,,,2023-10-09T23:59:59+00:00
k8s:kep-3960,alpha,k8s:v1.29,k8s:sig-node,shipped,2023-10-09T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-3983,beta,k8s:v1.29,k8s:sig-node,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,
k8s:kep-4004,alpha,k8s:v1.29,k8s:sig-network,unresolved,2023-09-11T23:59:59+00:00,,,2023-09-11T23:59:59+00:00,,2023-09-11T23:59:59+00:00,
k8s:kep-4006,alpha,k8s:v1.29,k8s:sig-api-machinery,shipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4008,beta,k8s:v1.29,k8s:sig-api-machinery,slipped,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4009,beta,k8s:v1.29,k8s:sig-node,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,,,2023-10-09T23:59:59+00:00,
k8s:kep-4020,beta,k8s:v1.29,k8s:sig-api-machinery,slipped,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,,,2023-09-18T23:59:59+00:00,
k8s:kep-4153,alpha,k8s:v1.29,k8s:sig-api-machinery,unresolved,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4188,alpha,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4191,alpha,k8s:v1.29,k8s:sig-node,exception_granted,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4192,alpha,k8s:v1.29,k8s:sig-api-machinery,slipped,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4193,alpha,k8s:v1.29,k8s:sig-auth,shipped,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4205,alpha,k8s:v1.29,k8s:sig-node,slipped,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4210,alpha,k8s:v1.29,k8s:sig-node,unresolved,2023-10-09T23:59:59+00:00,,,,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4216,alpha,k8s:v1.29,k8s:sig-node,shipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-4222,alpha,k8s:v1.29,k8s:sig-api-machinery,slipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-727,stable,k8s:v1.29,k8s:sig-node,shipped,2023-10-09T23:59:59+00:00,,,2023-10-09T23:59:59+00:00,,2023-10-09T23:59:59+00:00,2023-10-09T23:59:59+00:00
k8s:kep-753,beta,k8s:v1.29,k8s:sig-node,unresolved,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,,2023-09-04T23:59:59+00:00,2023-09-04T23:59:59+00:00,2023-10-09T23:59:59+00:00,
k8s:kep-127,beta,k8s:v1.30,k8s:sig-node,slipped,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-1441,stable,k8s:v1.30,k8s:sig-cli,shipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-1610,stable,k8s:v1.30,k8s:sig-autoscaling,exception_granted,2024-02-12T23:59:59+00:00,,,,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00
k8s:kep-1860,beta,k8s:v1.30,k8s:sig-network,exception_granted,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-29T23:59:59+00:00,
k8s:kep-1880,beta,k8s:v1.30,k8s:sig-network,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-29T23:59:59+00:00,
k8s:kep-2008,beta,k8s:v1.30,k8s:sig-node,shipped,2024-02-12T23:59:59+00:00,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-2258,beta,k8s:v1.30,k8s:sig-windows,shipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00
k8s:kep-2305,stable,k8s:v1.30,k8s:sig-instrumentation,unresolved,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-2339,beta,k8s:v1.30,k8s:sig-api-machinery,unresolved,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-2340,beta,k8s:v1.30,k8s:sig-api-machinery,slipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-24,stable,k8s:v1.30,k8s:sig-node,slipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-2400,beta,k8s:v1.30,k8s:sig-node,shipped,2024-02-12T23:59:59+00:00,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-2433,stable,k8s:v1.30,k8s:sig-network,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-01-08T23:59:59+00:00,2024-01-29T23:59:59+00:00,
k8s:kep-2535,alpha,k8s:v1.30,k8s:sig-node,slipped,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-2681,stable,k8s:v1.30,k8s:sig-network,unresolved,2024-02-05T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-2799,stable,k8s:v1.30,k8s:sig-auth,shipped,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-3017,stable,k8s:v1.30,k8s:sig-apps,slipped,2024-02-05T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00
k8s:kep-3022,stable,k8s:v1.30,k8s:sig-scheduling,shipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00
k8s:kep-3077,beta,k8s:v1.30,k8s:sig-instrumentation,exception_granted,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3141,stable,k8s:v1.30,k8s:sig-storage,unresolved,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00
k8s:kep-3157,beta,k8s:v1.30,k8s:sig-api-machinery,slipped,2024-01-08T23:59:59+00:00,,,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-22T23:59:59+00:00,
k8s:kep-3221,beta,k8s:v1.30,k8s:sig-auth,shipped,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3257,beta,k8s:v1.30,k8s:sig-auth,slipped,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3329,stable,k8s:v1.30,k8s:sig-apps,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,,
k8s:kep-3331,beta,k8s:v1.30,k8s:sig-auth,exception_granted,2024-01-08T23:59:59+00:00,2024-01-22T23:59:59+00:00,,,2024-01-08T23:59:59+00:00,2024-02-05T23:59:59+00:00,
k8s:kep-3352,stable,k8s:v1.30,k8s:sig-api-machinery,unresolved,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3458,stable,k8s:v1.30,k8s:sig-network,unresolved,2024-01-29T23:59:59+00:00,,,,2024-01-29T23:59:59+00:00,2024-01-29T23:59:59+00:00,2024-01-29T23:59:59+00:00
k8s:kep-3488,stable,k8s:v1.30,k8s:sig-api-machinery,unresolved,2024-02-05T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-3521,stable,k8s:v1.30,k8s:sig-scheduling,shipped,2024-02-05T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00
k8s:kep-3545,stable,k8s:v1.30,k8s:sig-node,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-01-08T23:59:59+00:00,2024-02-05T23:59:59+00:00,
k8s:kep-3633,beta,k8s:v1.30,k8s:sig-scheduling,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,,,2024-01-08T23:59:59+00:00,,
k8s:kep-3638,stable,k8s:v1.30,k8s:sig-cli,unresolved,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,
k8s:kep-3673,beta,k8s:v1.30,k8s:sig-node,slipped,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-3695,beta,k8s:v1.30,k8s:sig-node,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,
k8s:kep-3705,stable,k8s:v1.30,k8s:sig-network,unresolved,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-01-29T23:59:59+00:00,
k8s:kep-3716,stable,k8s:v1.30,k8s:sig-api-machinery,exception_granted,2024-02-05T23:59:59+00:00,,,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-3756,stable,k8s:v1.30,k8s:sig-storage,shipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00
k8s:kep-3805,beta,k8s:v1.30,k8s:sig-cli,unresolved,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-01-08T23:59:59+00:00,,2024-02-12T23:59:59+00:00,
k8s:kep-3836,beta,k8s:v1.30,k8s:sig-network,shipped,2024-01-29T23:59:59+00:00,,,,2024-01-29T23:59:59+00:00,2024-01-29T23:59:59+00:00,2024-01-29T23:59:59+00:00
k8s:kep-3838,stable,k8s:v1.30,k8s:sig-scheduling,shipped,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,,2024-02-05T23:59:59+00:00
k8s:kep-3857,alpha,k8s:v1.30,k8s:sig-node,exception_granted,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3895,stable,k8s:v1.30,k8s:sig-cli,shipped,2024-02-12T23:59:59+00:00,,,,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3926,beta,k8s:v1.30,k8s:sig-auth,slipped,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,2024-02-12T23:59:59+00:00,2024-01-08T23:59:59+00:00,,2024-02-05T23:59:59+00:00,
k8s:kep-3960,beta,k8s:v1.30,k8s:sig-node,unresolved,2024-01-08T23:59:59+00:00,2024-01-08T23:59:59+00:00,,,2024-01-08T23:59:59+00:00,2024-02-05T23:59:59+00:00,
k8s:kep-3962,alpha,k8s:v1.30,k8s:sig-api-machinery,slipped,2024-02-12T23:59:59+00:00,,,2024-02-12T23:59:59+00:00,,2024-02-12T23:59:59+00:00,2024-02-12T23:59:59+00:00
k8s:kep-3973,alpha,k8s:v1.30,k8s:sig-apps,slipped,2024-02-12T23:59:59+00:00,,,,,,2024-02-12T23:59:59+00:00
k8s:kep-3983,beta,k8s:v1.30,k8s:sig-node,slipped,2024-02-05T23:59:59+00:00,,,,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00,2024-02-05T23:59:59+00:00
k8s:kep-3998,alpha,k8s:v1.30,k8s:sig-apps,exception_granted,2024-02-12T23:59:59+00:00,,,,,,2024-02-12T23:59:59+00:00
